Service,Number,Name,Address,Dept,CP,Ville,Latitude,Longitude,WGS84
Vélib,20117,20117 - SAINT FARGEAU MORTIER,72 RUE SAINT-FARGEAU - 75020 PARIS,75,75020,PARIS,48.87274727,2.408203454,48.87274727
Vélib,4003,04003 - PONT SAINT LOUIS,1 QUAI AUX FLEURS - 75004 PARIS,75,75004,PARIS,48.85294489,2.352088649,48.85294489
Vélib,5013,05013 - ULM ERASME,13 RUE ERASME - 75005 PARIS,75,75005,PARIS,48.84254795,2.34459665,48.84254795
Vélib,8105,08105 - FRANCOIS 1ER LINCOLN,56 RUE FRANCOIS 1ER - 75008 PARIS,75,75008,PARIS,48.86951798,2.302426219,48.86951798
Vélib,20043,20043 - CHARONNE AVRON,48 BOULEVARD DE CHARONNE - 75011 PARIS,75,75011,PARIS,48.85160267,2.398403047,48.85160267
Vélib,12022,12022 - BIZOT,FACE 29 RUE DU SAHEL - 75012 PARIS,75,75012,PARIS,48.84089981,2.404380103,48.84089981
Vélib,12013,12013 - RUE MONTGALLET,FACE 39 RUE MONTGALLET - 75012 PARIS,75,75012,PARIS,48.84431261,2.389595227,48.84431261
Vélib,12114,12114 - PORTE DE SAINT MANDE,33 AVENUE COURTELINE - 75012 PARIS,75,75012,PARIS,48.84394906,2.415081395,48.84394906
Vélib,903,00903 - QUAI MAURIAC  / PONT DE BERCY,FETE DE L'OH (BERCY) - QUAI MAURIAC ANG PONT DE BERCY - 75013 PARIS,75,75013,PARIS,48.83713369,2.374340555,48.83713369
Vélib,14011,14011 - ALESIA SARRETTE,6 RUE SARRETTE - 75014 PARIS,75,75014,PARIS,48.82752529,2.331729379,48.82752529
Vélib,21502,21502 - VERDUN (SURESNES),18 BIS RUE DE VERDUN / COUR MADELAINE - 92150 SURESNES,92,92150,SURESNES,48.87100304,2.227477477,48.87100304
Vélib,21105,21105 - MORICE (CLICHY),35-37 RUE MORICE - 92110 CLICHY,92,92110,CLICHY,48.90261519,2.313320637,48.90261519
Vélib,21208,21208 - CARVES (MONTROUGE),67 RUE CARVES ANGLE AVENUE HENRI GINOUX - 92120 MONTROUGE,92,92120,MONTROUGE,48.81308091,2.319787937,48.81308091
Vélib,23006,23006 - GUESDE (LEVALLOIS),8 RUE JULES GUESDE - 92300 LEVALLOIS-PERRET,92,92300,LEVALLOIS-PERRET,48.89086032,2.29500037,48.89086032
Vélib,33005,33005 - REPUBLIQUE 2 (AUBERVILLIERS),FACE AU 106 AVENUE DE LA REPUBLIQUE - 93300 AUBERVILLIERS,93,93300,AUBERVILLIERS,48.9063834,2.389547502,48.9063834
Vélib,42202,42202 - RONSARD (CHARENTON),1 RUE  KENNEDY / ALLEE RONSARD - 94220 CHARENTON,94,94220,CHARENTON,48.82273601,2.405659203,48.82273601
Vélo2,53101,53101 - SOA01 - PLACE CARNOT (CB),Place Carnot côté quai de l'Ecluse ou halage - 95310 SAINT OUEN L'AUMONE,95,95310,"""SAINT-OUEN-LAUMONE""",49.04778061,2.103037726,49.04778061
Vélib,13006,13006 - SAINT MARCEL JEANNE D'ARC,02 RUE DUMERIL - 75013 PARIS,75,75013,PARIS,48.83815161,2.35710845,48.83815161
Vélib,14115,14115 - CITÉ UNIVERSITAIRE,AVENUE MAURICE D'OCAGNE - 75014 PARIS,75,75014,PARIS,48.82392317,2.316573329,48.82392317
Vélib,16005,16005 - POINCARE VICTOR HUGO,89 AVENUE RAYMOND POINCARE - 75016 PARIS,75,75016,PARIS,48.87030612,2.285074541,48.87030612
Vélib,6032,06032 - RENNES SABOT,7 RUE DU SABOT - 75006 PARIS,75,75006,PARIS,48.85255742,2.331647723,48.85255742
Vélib,11029,11029 - MENILMONTANT OBERKAMPF,137 BOULEVARD MENILMONTANT - 75011 PARIS,75,75011,PARIS,48.86661766,2.38301344,48.86661766
Vélib,11030,11030 - SAINT MAUR OBERKAMPF,80 RUE OBERKAMPF - 75011 PARIS,75,75011,PARIS,48.86530798,2.376019912,48.86530798
Vélib,11037,11037 - FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE,2 RUE DU FAUBOURG DU TEMPLE - 75011 PARIS,75,75011,PARIS,48.868,2.36498,48.868
Vélib,13107,13107 - MARCHAND SANTE,12 PASSAGE VICTOR MARCHAND - 75013 PARIS,75,75013,PARIS,48.82884022,2.341967437,48.82884022
Vélib,14034,14034 - RUE DE L OUEST CHATEAU,48 RUE DE L'OUEST - 75014 PARIS,75,75014,PARIS,48.83617286,2.319392144,48.83617286
Vélib,14005,14005 - DENFERT ROCHEREAU,2 AVENUE RENE COTY - 75014 PARIS,75,75014,PARIS,48.8331408,2.332672227,48.8331408
Vélib,15032,15032 - LOURMEL,112 AVE FELIX FAURE - 75015 PARIS,75,75015,PARIS,48.83873441,2.28175554,48.83873441
Vélib,16029,16029 - MAISON DE RADIO FRANCE,1 RUE GROS - 75016 PARIS,75,75016,PARIS,48.85135991,2.277697269,48.85135991
Vélib,16036,16036 - PORTE MOLITOR,PLACE DE LA PORTE MOLITOR - 75016 PARIS,75,75016,PARIS,48.84524431,2.256939537,48.84524431
Vélib,17029,17029 - PLACE AIMÉE MAILLART,29 RUE PIERRE DEMOURS - 75017 PARIS,75,75017,PARIS,48.8814111,2.294828201,48.8814111
Vélib,17032,17032 - ESPACE CHAMPERRET,12 RUE JEAN OESTREICHER - 75017 PARIS,75,75017,PARIS,48.88657099,2.288612345,48.88657099
Vélib,19101,19101 - SIMON BOLIVAR,36 AVENUE SIMON BOLIVAR - 75019 PARIS,75,75019,PARIS,48.8750704,2.382591715,48.8750704
Vélib,20012,20012 - BUZENVAL VIGNOLES,90 RUE BUZENVAL - 75020 PARIS,75,75020,PARIS,48.85392328,2.400038749,48.85392328
Vélib,5104,05104 - BUFFON,47 RUE BUFFON - 75005 PARIS,75,75005,PARIS,48.84191618,2.358912681,48.84191618
Vélib,11041,11041 - SAINT AMBROISE,2 RUE LACHARRIERE - 75011 PARIS,75,75011,PARIS,48.86082071,2.375636526,48.86082071
Vélib,21311,21311 - GAMBETTA (ISSY LES MOULINEAUX),FACE AU 40 BOULEVARD GAMBETTA - 92130 ISSY LES MOULINEAUX,92,92130,ISSY-LES-MOULINEAUX,48.8274705,2.278549601,48.8274705
Vélib,41603,41603 - PASTEUR (SAINT MANDE),AVENUE PASTEUR/AVENUE DE PARIS - 94160 SAINT MANDE,94,94160,SAINT-MANDE,48.84577922,2.423770595,48.84577922
Vélib,42009,42009 - VERDUN (IVRY),157-165 AVENUE DE VERDUN - 94200 IVRY,94,94200,IVRY-SUR-SEINE,48.80725928,2.375130199,48.80725928
Vélib,19103,19103 - MANIN CARRIERES,139 RUE MANIN - 75019 PARIS,75,75019,PARIS,48.88477086,2.39209312,48.88477086
Vélib,13117,13117 - STADE GEORGES CARPENTIER,95-97 BOULEVARD MASSENA - 75013 PARIS,75,75013,PARIS,48.82049519,2.366819682,48.82049519
Vélib,15106,15106 - GRENELLE VIOLET (PROP3),BOULEVARD DE GRENELLE - 75015 PARIS,75,75015,PARIS,48.8499211,2.294660576,48.8499211
Vélib,15024,15024 - LAOS,88 AVENUE DE SUFFREN - 75015 PARIS,75,75015,PARIS,48.85091461,2.301293385,48.85091461
Vélib,17007,17007 - NAVIER,FACE 57 RUE NAVIER - 75017 PARIS,75,75017,PARIS,48.89591412,2.322727367,48.89591412
Vélib,17049,17049 - SAUSSURE,116 BIS RUE DE SAUSSURE - 75017 PARIS,75,75017,PARIS,48.88819924,2.310623418,48.88819924
Vélib,20503,20503 - COURS DE VINCENNES PYRÉNÉES,1 RUE DES PYRENEES - 75020 PARIS,75,75020,PARIS,48.84772497,2.405907317,48.84772497
Vélib,42704,42704 - ROSSEL (LE KREMLIN BICETRE),RUE ROSSEL / AVENUE DE LA CONVENTION - 94270 LE KREMLIN BICETRE,94,94270,LE KREMLIN-BICETRE,48.81201281,2.356971893,48.81201281
Vélib,1013,01013 - SAINT HONORE,186 RUE SAINT HONORE - 75001 PARIS,75,75001,PARIS,48.86243023,2.338520131,48.86243023
Vélib,1025,01025 - TEMPLE DE L'ORATOIRE,2 RUE DE L'ORATOIRE - 75001 PARIS,75,75001,PARIS,48.86138947,2.340055233,48.86138947
Vélib,2101,02101 - BACHAUMONT,14 RUE BACHAUMONT - 75002 PARIS,75,75002,PARIS,48.86606715,2.345463653,48.86606715
Vélib,4020,04020 - BEAUBOURG PLACE MICHELET,FACE 27 RUE QUINCAMPOIX - 75004 PARIS,75,75004,PARIS,48.86008833,2.350148336,48.86008833
Vélib,4107,04107 - BEAUMARCHAIS,27 BOULEVARD BEAUMARCHAIS - 75004 PARIS,75,75004,PARIS,48.85550136,2.36842907,48.85550136
Vélib,8054,08054 - HOCHE ALBRECHT,10 AVENUE BERTHIER ALBRECHT - 75008 PARIS,75,75008,PARIS,48.8761404,2.301303138,48.8761404
Vélib,8026,08026 - MESSINE,2 AVENUE MESSINE - 75008 PARIS,75,75008,PARIS,48.8754572,2.315465495,48.8754572
Vélib,9010,09010 - CADET,1/3 RUE DE ROCHECHOUART - 75009 PARIS,75,75009,PARIS,48.8767199,2.344393022,48.8767199
Vélib,11023,11023 - LEO FROT ROQUETTE,2 RUE SAINT MAUR - 75011 PARIS,75,75011,PARIS,48.85868877,2.383553995,48.85868877
Vélib,31002,31002 - REPUBLIQUE (MONTREUIL),38 RUE DE LA REPUBLIQUE - 93100 MONTREUIL,93,93100,MONTREUIL,48.85281419,2.419307089,48.85281419
Vélib,33003,33003 - FAURE (AUBERVILLIERS),ANGLE RUE BORDIER ET BOULEVARD FELIX FAURE  - 93300 AUBERVILLIERS,93,93300,AUBERVILLIERS,48.90396402,2.383125491,48.90396402
Vélib,42014,42014 - CACHIN (IVRY),PLACE MARCEL CACHIN - 94200 IVRY SUR SEINE,94,94200,IVRY-SUR-SEINE,48.81414054,2.390909368,48.81414054
Vélib,16007,16007 - LONGCHAMP,4 RUE DE LONGCHAMP - 75016 PARIS,75,75016,PARIS,48.86491045,2.292519101,48.86491045
Vélib,16037,16037 - MOLITOR - MICHEL ANGE,35 RUE MOLITOR - 75016 PARIS,75,75016,PARIS,48.84518208,2.262112774,48.84518208
Vélib,19124,19124 - ALEXANDER FLEMMING,RUE ALEXANDER FLEMMING - 75019 PARIS,75,75019,PARIS,48.88176979,2.403179368,48.88176979
Vélib,21018,21018 - SEINE (BOULOGNE-BILLANCOURT),FACE AU 13 RUE DE LA SEINE - 92100 BOULOGNE-BILLANCOURT,92,92100,BOULOGNE-BILLANCOURT,48.82824349,2.25065774,48.82824349
Vélib,31012,31012 - CARNOT (MONTREUIL),35/37 RUE CARNOT - 93100 MONTREUIL,93,93100,MONTREUIL,48.85581031,2.441520442,48.85581031
Vélo2,50019,50019 - CER19 - RUE DES LILAS,RUE DES LILAS ANGLE BOULEVARD DU PORT - 95000 CERGY,95,95000,CERGY,49.03495249,2.066631849,49.03495249
Vélib,2011,02011 - BIBLIOTHEQUE NATIONALE,71 RUE DE RICHELIEU - 75002 PARIS,75,75002,PARIS,48.86829989,2.338089782,48.86829989
Vélib,3012,03012 - GAITE LYRIQUE,FACE 8 RUE SALOMON DE CAUS - 75003 PARIS,75,75003,PARIS,48.86749799,2.353660816,48.86749799
Vélib,905,00905 - CONCORDE/BERGES DE SEINE (STATION MOBILE),QUAI D'ORSAY - CONCORDE - 75007 PARIS,75,75007,PARIS,48.86314,2.31669,48.86314
Vélib,8049,08049 - DUNANT,42 AVENUE GEORGE V - 75008 PARIS,75,75008,PARIS,48.87043781,2.300830261,48.87043781
Vélib,9016,09016 - MARTYRS CHORON,24 RUE DE CHORON - 75009 PARIS,75,75009,PARIS,48.8777707,2.339784968,48.8777707
Vélib,10152,10152 - GARE DU NORD 2,3 BOULEVARD DE DENAIN - 75010 PARIS,75,75010,PARIS,48.87904931,2.354159096,48.87904931
Vélib,10035,10035 - AUBERVILLIERS,1 BOULEVARD DE LA CHAPELLE - 75010 PARIS,75,75010,PARIS,48.88434815,2.36416333,48.88434815
Vélib,35006,35006 - DELIZY (PANTIN),FACE AU 23 RUE DELIZY - 93500 PANTIN,93,93500,PANTIN,48.89633193,2.409087653,48.89633193
Vélib,43003,43003 - PARIS 2 (VINCENNES),104 AVENUE DE PARIS - 94300 VINCENNES,94,94300,VINCENNES,48.8457199,2.427406303,48.8457199
Vélib,6007,06007 - VAVIN,18 RUE BREA - 75006 PARIS,75,75006,PARIS,48.84273848,2.329794222,48.84273848
Vélib,11036,11036 - JULES FERRY FAUBOURG DU TEMPLE,FACE 28 RUE JULES FERRY - 75011 PARIS,75,75011,PARIS,48.8684101,2.367841497,48.8684101
Vélib,13033,13033 - PORTE D'ITALIE,15 AVENUE DE LA PORTE D'ITALIE - 75013 PARIS,75,75013,PARIS,48.8173123,2.360218481,48.8173123
Vélib,16129,16129 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 1,CHEMIN DE LA CEINTURE DU LAC INTERIEUR / AVENUE DE SAINT CLOUD - 75016 PARIS,75,75016,PARIS,48.86208187,2.261746386,48.86208187
Vélib,19023,19023 - MANIN SIMON BOLIVAR,FACE 1 RUE MANIN - 75019 PARIS,75,75019,PARIS,48.87649965,2.379407363,48.87649965
Vélib,19121,19121 - BELLEVILLE PRE SAINT GERVAIS,195 RUE DE BELLEVILLE - 75019 PARIS,75,75019,PARIS,48.87551807,2.392960787,48.87551807
Vélib,20131,20131 - REPOS,41 RUE DU REPOS - 75020 PARIS,75,75020,PARIS,48.85935852,2.389613137,48.85935852
Vélib,2001,02001 - SEBASTOPOL-GRENATA,12 RUE GRENETA - 75002 PARIS,75,75002,PARIS,48.86524062,2.351669874,48.86524062
Vélib,3003,03003 - TURENNE BRETAGNE,4 RUE DES FILLES DU CALVAIRE - 75003 PARIS,75,75003,PARIS,48.86213223,2.364951387,48.86213223
Vélib,8036,08036 - RIO,39 RUE DE LISBONNE - 75008 PARIS,75,75008,PARIS,48.87745568,2.309694221,48.87745568
Vélib,9005,09005 - SQUARE D'ANVERS,95 RUE DE DUNKERQUE - 75009 PARIS,75,75009,PARIS,48.88263348,2.344884406,48.88263348
Vélib,10040,10040 - BELLEVILLE,8 BOULEVARD DE LA VILETTE - 75010 PARIS,75,75010,PARIS,48.87277816,2.376348395,48.87277816
Vélib,12112,12112 - CHARENTON JARDINIER,311-313 RUE DE CHARENTON - 75012 PARIS,75,75012,PARIS,48.83382177,2.394692664,48.83382177
Vélib,12007,12007 - GARE DE LYON CHALON,FACE 54 RUE DE CHALON - 75012 PARIS,75,75012,PARIS,48.84568898,2.37420369,48.84568898
Vélib,21019,21019 - VAILLANT (BOULOGNE-BILLANCOURT),71 AVENUE EDOUARD VAILLANT - 92100 BOULOGNE-BILLANCOURT,92,92100,BOULOGNE-BILLANCOURT,48.83486081,2.247862551,48.83486081
Vélib,21207,21207 - VERDIER (MONTROUGE),AVENUE VERDIER ANGLE AVENUE DE LA REPUBLIQUE - 92120 MONTROUGE,92,92120,MONTROUGE,48.81552963,2.317029864,48.81552963
Vélib,13015,13015 - WEISS,2 RUE LOUIS WEISS - 75013 PARIS,75,75013,PARIS,48.83257072,2.371231987,48.83257072
Vélib,18040,18040 - CHAPELLE MARX DORMOY,29 BOULEVARD DE LA CHAPELLE - 75018 PARIS,75,75018,PARIS,48.88457006,2.360215573,48.88457006
Vélib,18114,18114 - LEPIC VERON,35 RUE VERON - 75018 PARIS,75,75018,PARIS,48.88525797,2.334617736,48.88525797
Vélib,19109,19109 - PLACE DU MAROC,27 RUE DE TANGER - 75019 PARIS,75,75019,PARIS,48.88623342,2.36885639,48.88623342
Vélib,20001,20001 - PLACE DE LA NATION,1 COURS DE VINCENNES - 75020 PARIS,75,75020,PARIS,48.84836467,2.399762386,48.84836467
Vélib,15122,15122 - PLACE CHARLES VALLIN,PLACE CHARLES VALLIN - 75015 PARIS,75,75015,PARIS,48.83552475,2.302621941,48.83552475
Vélib,20121,20121 - MENILMONTANT BOYER,27 RUE BOYER - 75020 PARIS,75,75020,PARIS,48.86891013,2.392020489,48.86891013
Vélib,5017,05017 - DESCARTES,17 RUE DESCARTES - 75005 PARIS,75,75005,PARIS,48.84660187,2.349014733,48.84660187
Vélib,5004,05004 - SAINT JACQUES VAL DE GRACE,272 RUE SAINT JACQUES - 75005 PARIS,75,75005,PARIS,48.84186596,2.341202027,48.84186596
Vélib,5016,05016 - CONTRESCARPE-THOUIN,1 RUE THOUIN - 75005 PARIS,75,75005,PARIS,48.84506226,2.34949779,48.84506226
Vélib,7015,07015 - VARENNE,9 BOULEVARD DES INVALIDES - 75007 PARIS,75,75007,PARIS,48.85729012,2.315309683,48.85729012
Vélib,11112,11112 - CHARONNES VALLES,22 RUE JULES VALLES - 75011 PARIS,75,75011,PARIS,48.85430418,2.384886153,48.85430418
Vélib,31003,31003 - PARIS (MONTREUIL),237-241 RUE DE PARIS - 93100 MONTREUIL,93,93100,MONTREUIL,48.85491133,2.41877243,48.85491133
Vélib,16040,16040 - EXELMANS,73 BIS BOULEVARD EXELMANS - 75016 PARIS,75,75016,PARIS,48.84310449,2.259821392,48.84310449
Vélib,17111,17111 - LEMERCIER,109 RUE LEMERCIER - 75017 PARIS,75,75017,PARIS,48.8900205,2.31759093,48.8900205
Vélib,19006,19006 - MATHIS,6 RUE MATHIS - 75019 PARIS,75,75019,PARIS,48.89067813,2.376142469,48.89067813
Vélib,20105,20105 - GAUMONT,AVENUE BENOIT FRACHON - 75020 PARIS,75,75020,PARIS,48.85255339,2.415542372,48.85255339
Vélib,5033,05033 - SAINT SEVERIN,42 RUE SAINT SEVERIN - 75005 PARIS,75,75005,PARIS,48.85270565,2.344137763,48.85270565
Vélib,11019,11019 - CHARONNE PHILIPPE AUGUSTE,156 RUE DE CHARONNE - 75011 PARIS,75,75011,PARIS,48.85560316,2.390546391,48.85560316
Vélib,21011,21011 - SILLY (BOULOGNE BILLANCOURT),153 RUE DE SILLY - 92100 BOULOGNE BILLANCOURT,92,92100,BOULOGNE-BILLANCOURT,48.83227466,2.234016401,48.83227466
Vélib,21101,21101 - VALITON (CLICHY),4 RUE DE VALITON - 92110 CLICHY,92,92110,CLICHY,48.90249245,2.297840007,48.90249245
Vélib,4015,04015 - MAIRIE DU 4 EME,25 RUE DU PONT LOUIS PHILIPPE - 75004 PARIS,75,75004,PARIS,48.85596586,2.356381155,48.85596586
Vélib,7102,07102 - SAINTE CLOTHILDE,FACE 19 RUE CASIMIR PERIER - 75007 PARIS,75,75007,PARIS,48.85782911,2.319149053,48.85782911
Vélib,9036,09036 - ATHENES CLICHY,4 RUE D'ATHENES - 75009 PARIS,75,75009,PARIS,48.87811379,2.329560219,48.87811379
Vélib,10110,10110 - LOUIS BLANC (PROP 2),10 RUE LOUIS BLANC - 75010 PARIS,75,75010,PARIS,48.87933217,2.368628716,48.87933217
Vélib,15058,15058 - GEORGES POMPIDOU,4 PLACE DU MOULIN DE JAVEL - 75015 PARIS,75,75015,PARIS,48.84009445,2.271589912,48.84009445
Vélib,15102,15102 - SQUARE BELA BARTOK,QUAI DE GRENELLE - 75015 PARIS,75,75015,PARIS,48.85116724,2.284607608,48.85116724
Vélib,21113,21113 - PETIT (CLICHY),2 RUE PETIT - 92110 CLICHY,92,92110,CLICHY,48.89934835,2.296626483,48.89934835
Vélib,21705,21705 - HUGO (VANVES),11 AVENUE VICTOR HUGO - 92170 VANVES,92,92170,VANVES,48.82359964,2.28881973,48.82359964
Vélib,23004,23004 - COUTURIER 2 (LEVALLOIS),109 RUE  PAUL VAILLANT COUTURIER - 92300 LEVALLOIS,92,92300,LEVALLOIS-PERRET,48.89819702,2.293848018,48.89819702
Vélib,32003,32003 - METALLURGIE (SAINT DENIS),AVENUE DU PRESIDENT WILSON / RUE DE LA METALLURGIE - 93200 SAINT DENIS,93,93200,SAINT-DENIS,48.90933002,2.358050566,48.90933002
Vélib,34006,34006 - MICHELET (SAINT OUEN),92 AVENUE MICHELET - 93400 SAINT OUEN,93,93400,SAINT-OUEN,48.90630481,2.343969017,48.90630481
Vélo2,50005,50005 - CER05 - MOULIN A VENT,AVENUE DU HAZAY ANGLE RUE DE L'AISSELETTE - 95000 CERGY,95,95000,CERGY,49.04952196,2.016943277,49.04952196
Vélib,13004,13004 - GLACIERE,88 BOULEVARD AUGUSTE BLANQUI (SUR TPC) - 75013 PARIS,75,75013,PARIS,48.83062408,2.345429457,48.83062408
Vélib,17036,17036 - AVENUE DE TERNES,2-4 PLACE TRISTAN BERNARD - 75017 PARIS,75,75017,PARIS,48.87949289,2.291498185,48.87949289
Vélib,19102,19102 - BELLEVILLE RAMPAL,4 RUE DE RAMPAL - 75019 PARIS,75,75019,PARIS,48.87315262,2.379855611,48.87315262
Vélib,20006,20006 - PYRÉNÉES - PLAINE,33 RUE DES PYRENEES - 75020 PARIS,75,75020,PARIS,48.85028528,2.406296108,48.85028528
Vélib,4011,04011 - PLACE DU BATAILLON FRANCAIS DE L'ONU,FACE 18 RUE DE L'HOTEL DE VILLE - 75004 PARIS,75,75004,PARIS,48.85381415,2.357092654,48.85381415
Vélib,5001,05001 - SAINT GERMAIN HARPE,32 RUE DE LA HARPE - 75005 PARIS,75,75005,PARIS,48.85158134,2.343704537,48.85158134
Vélib,6107,06107 - CHERCHE MIDI,29 RUE DU CHERCHE MIDI - 75006 PARIS,75,75006,PARIS,48.85024109,2.327551549,48.85024109
Vélib,7103,07103 - BELGRADE,2 RUE DE BELGRADE - 75007 PARIS,75,75007,PARIS,48.85605931,2.302239129,48.85605931
Vélib,12039,12039 - DECAEN,45 AVENUE DU GENERAL MICHEL BIZOT - 75012 PARIS,75,75012,PARIS,48.83481263,2.400927788,48.83481263
Vélo2,50008,50008 - CER08 - AXE MAJEUR (CB),RUE DE L'ESPLANADE DE PARIS ANGLE BOULEVARD DE L'OISE - 95000 CERGY,95,95000,CERGY,49.04406518,2.036852733,49.04406518
Vélo2,56401,56401 - COU01 - LA LOUVIERE (CB),Boulevard des chasseurs angle boulevard Sainte Apolline - 95400 COURDIMANCHE,95,95400,COURDIMANCHE,49.04522302,2.002507135,49.04522302
Vélib,17011,17011 - PORTE DE CLICHY FRAGONARD,4 RUE FRAGONARD - 75017 PARIS,75,75017,PARIS,48.89415138,2.314678001,48.89415138
Vélib,17041,17041 - PORTE DE VILLIERS,51 RUE GUERSANT - 75017 PARIS,75,75017,PARIS,48.88287775,2.287667371,48.88287775
Vélib,19026,19026 - DANUBE,53 RUE MIGUEL HIDALGO - 75019 PARIS,75,75019,PARIS,48.88195317,2.392496217,48.88195317
Vélib,22404,22404 - BROSSOLETTE 2 (MALAKOFF),102 AVENUE PIERRE BROSSOLETTE - 92240 MALAKOFF,92,92240,MALAKOFF,48.81755975,2.307485841,48.81755975
Vélib,33006,33006 - KARMAN (AUBERVILLIERS),FACE 143 RUE ANDRE KARMAN - 93300 AUBERVILLIERS,93,93300,AUBERVILLIERS,48.91014367,2.385052018,48.91014367
Vélib,31707,31707 - VAILLANT (BAGNOLET),FACE 70 RUE EDOUARD VAILLANT - 93170 BAGNOLET,93,93170,BAGNOLET,48.85839568,2.414860628,48.85839568
Vélo2,50014,50014 - CER14 - AVENUE DU NORD,AVENUE DU NORD ANGLE ALLÉE DES ACACIAS - 95000 CERGY,95,95000,CERGY,49.04325948,2.060450788,49.04325948
Vélib,16044,16044 - STADE FRANCAIS,24 AVENUE DE LA PORTE DE SAINT CLOUD - 75016 PARIS,75,75016,PARIS,48.83871336,2.252191061,48.83871336
Vélib,19110,19110 - MACDONALD DUCHESNE,1 RUE JACQUES DUCHESNE - 75019 PARIS,75,75019,PARIS,48.89909167,2.37403321,48.89909167
Vélib,20111,20111 - L'ISLE ADAM PYRENÉES,60 RUE VILLIERS DE L'ISLE ADAM - 75020 PARIS,75,75020,PARIS,48.8673623,2.396222891,48.8673623
Vélib,10113,10113 - PARMENTIER LOUVEL-TESSIER,151 AVENUE PARMENTIER - 75010 PARIS,75,75010,PARIS,48.87137987,2.369896384,48.87137987
Vélib,12029,12029 - DUGOMMIER,FACE 4 BOULEVARD DE REUILLY - 75012 PARIS,75,75012,PARIS,48.83884902,2.389724508,48.83884902
Vélib,13021,13021 - BOUSSINGAULT - TOLBIAC,55 RUE BOUSSINGAULT - 75013 PARIS,75,75013,PARIS,48.82603517,2.342176808,48.82603517
Vélib,14035,14035 - MAINE GAITE,90 AVENUE DU MAINE - 75014 PARIS,75,75014,PARIS,48.83788363,2.32255164,48.83788363
Vélib,15004,15004 - VAUGIRARD PASTEUR,DEV 71 BOULEVARD DE VAUGIRARD - 75015 PARIS,75,75015,PARIS,48.84059587,2.315363038,48.84059587
Vélib,18003,18003 - JOSEPH DE MAISTRE LEPIC,2 RUE JOSEPH DE MAISTRE - 75018 PARIS,75,75018,PARIS,48.88645682,2.332897828,48.88645682
Vélib,19024,19024 - BUTTES CHAUMONT,28 / 30 RUE BOTZARIS - 75019 PARIS,75,75019,PARIS,48.87795125,2.381464663,48.87795125
Vélib,20047,20047 - COURS DE VINCENNES BD DAVOUT,107 COURS DE VINCENNES - 75020 PARIS,75,75020,PARIS,48.84733105,2.410390008,48.84733105
Vélib,20009,20009 - DOCTEUR DEJERINE,RUE DES DOCTEURS DEJERINE - 75020 PARIS,75,75020,PARIS,48.85402328,2.412058017,48.85402328
Vélib,5032,05032 - PANTHEON CARMES,2 RUE VALETTE - 75005 PARIS,75,75005,PARIS,48.84698675,2.346499654,48.84698675
Vélib,5023,05023 - PLACE JUSSIEU,13 RUE JUSSIEU - 75005 PARIS,75,75005,PARIS,48.84561688,2.3557455,48.84561688
Vélib,5028,05028 - CENSIER BUFFON,6 RUE CENSIER - 75005 PARIS,75,75005,PARIS,48.84108002,2.355430714,48.84108002
Vélib,6028,06028 - ODEON QUATRE VENTS,6 RUE DES QUATRE VENTS - 75006 PARIS,75,75006,PARIS,48.85175137,2.338161695,48.85175137
Vélib,8004,08004 - MALESHERBES PASQUIER,FACE 4 BD MALESHERBES - 75008 PARIS,75,75008,PARIS,48.87042188,2.323288995,48.87042188
Vélib,10038,10038 - COLONEL FABIEN,69 RUE DE LA GRANGE AUX BELLES - 75010 PARIS,75,75010,PARIS,48.87752003,2.369791245,48.87752003
Vélib,11020,11020 - CHARONNE,1 RUE DE BELFORT - 75011 PARIS,75,75011,PARIS,48.85631718,2.383072452,48.85631718
Vélib,11033,11033 - BREGUET SABIN,FACE 23 BD RICHARD LENOIR - 75011 PARIS,75,75011,PARIS,48.85687047,2.37055464,48.85687047
Vélib,12101,12101 - CHARENTON PRAGUE,89 TER RUE DE CHARENTON - 75012 PARIS,75,75012,PARIS,48.84817513,2.376358449,48.84817513
Vélib,13120,13120 - VITRY DESAULT,RUE PIERRE ET JOSEPH DESAULT - 75013 PARIS,75,75013,PARIS,48.82113875,2.378718607,48.82113875
Vélo2,53003,53003 - PON03 - UNIVERSITÉ ST MARTIN,Avenue François Mitterand côté boulevard du Port - 95300 PONTOISE,95,95300,PONTOISE,49.04358297,2.084808037,49.04358297
Vélib,13514,13514 - GARE D'AUSTERLITZ 2,9 BOULEVARD DE L'HOPITAL - 75013 PARIS,75,75013,PARIS,48.84183617,2.363468637,48.84183617
Vélib,15061,15061 - DESNOUETTES,12 SQUARE DESNOUETTES - 75015 PARIS,75,75015,PARIS,48.83476838,2.284142297,48.83476838
Vélib,18002,18002 - CLIGNANCOURT,25 RUE DE CLIGNANCOURT - 75018 PARIS,75,75018,PARIS,48.88530162,2.347211038,48.88530162
Vélib,7012,07012 - CITE VANEAU,7 CITE VANEAU - 75007 PARIS,75,75007,PARIS,48.85426833,2.31945401,48.85426833
Vélib,10161,10161 - GARE DE L'EST,FACE 129 RUE DU FBG SAINT MARTIN - 75010 PARIS,75,75010,PARIS,48.87567011,2.359509938,48.87567011
